,delay[s]
223818,0.079
223819,0.09
223820,0.36
223821,0.278
223822,0.042
223823,0.152
223824,0.081
223825,0.302
223826,0.231
223827,0.104
223828,0.242
223829,0.113
223830,0.398
223831,0.04
223832,0.104
223833,0.156
223834,0.056
223835,0.419
223836,0.165
223837,0.097
223838,0.211
223839,0.099
223840,0.203
223841,0.119
223842,0.066
223843,0.084
223844,0.222
223845,0.14
223846,0.069
223847,0.261
223848,0.265
223849,0.227
223850,0.06
223851,0.102
223852,0.085
223853,0.435
223854,0.264
223855,0.147
223856,0.182
223857,0.211
223858,0.283
223859,0.121
223860,0.599
223861,0.123
223862,0.243
223863,0.267
223864,0.03
223865,0.233
223866,0.078
223867,0.156
223868,0.583
223869,0.285
223870,0.016
223871,0.163
223872,0.088
223873,0.137
223874,0.428
223875,0.179
223876,0.098
223877,0.235
223878,0.183
223879,0.052
223880,0.176
223881,0.113
223882,0.139
223883,0.086
223884,0.395
223885,0.135
223886,0.12
223887,0.054
223888,0.193
223889,0.081
223890,0.283
223891,0.176
223892,0.061
223893,0.329
223894,0.1
223895,0.291
223896,0.11
223897,0.09
223898,0.037
223899,0.166
223900,0.256
223901,0.31
223902,0.038
223903,0.083
223904,0.298
223905,0.201
223906,0.205
223907,0.048
223908,0.292
223909,0.183
223910,0.143
223911,0.251
223912,0.102
223913,0.197
223914,0.164
223915,0.143
223916,0.132
223917,0.051
223918,0.562
223919,0.145
223920,0.104
223921,0.177
223922,0.372
223923,0.067
223924,0.032
223925,0.355
223926,0.046
223927,0.133
223928,0.048
223929,0.125
223930,0.2
223931,0.037
223932,0.054
223933,0.098
223934,0.332
223935,0.315
223936,0.276
223937,0.114
223938,0.151
223939,0.1
223940,0.073
223941,0.164
223942,0.092
223943,0.117
223944,0.058
223945,0.307
223946,0.335
223947,0.096
223948,0.083
223949,0.148
223950,0.821
223951,0.146
223952,0.178
223953,0.012
223954,0.069
223955,0.181
223956,0.096
223957,0.132
223958,0.104
223959,0.084
223960,0.46
223961,0.254
223962,0.304
223963,0.167
223964,0.371
223965,0.156
223966,0.388
223967,0.178
223968,0.11
223969,0.133
223970,0.217
223971,0.12
223972,0.224
223973,0.489
223974,0.388
223975,0.227
223976,0.103
223977,0.201
223978,0.088
223979,0.043
223980,0.201
223981,0.06
223982,0.343
223983,0.379
223984,0.07
223985,0.148
223986,0.166
223987,0.228
223988,0.026
223989,0.087
223990,0.183
223991,0.159
223992,0.101
223993,0.157
223994,0.144
223995,0.133
223996,0.132
223997,0.049
223998,0.597
223999,0.318
224000,0.105
224001,0.069
224002,0.109
224003,0.099
224004,0.198
224005,0.192
224006,0.077
224007,0.037
224008,0.564
224009,0.08
224010,0.476
224011,0.126
224012,0.258
224013,0.084
224014,0.04
224015,0.045
224016,0.229
224017,0.086
224018,0.335
224019,0.045
224020,0.166
224021,0.176
224022,0.099
224023,0.372
224024,0.167
224025,0.126
224026,0.156
224027,0.189
224028,0.124
224029,0.126
224030,0.131
224031,0.097
224032,0.1
224033,0.27
224034,0.776
224035,0.269
224036,0.072
224037,0.098
224038,0.027
224039,0.076
224040,0.215
224041,0.191
224042,0.318
224043,0.138
224044,0.256
224045,0.093
224046,0.071
224047,0.02
224048,0.015
224049,0.258
224050,0.057
224051,0.039
224052,0.232
224053,0.147
224054,0.134
224055,0.312
224056,0.088
224057,0.202
224058,0.125
224059,0.166
224060,0.136
224061,0.227
224062,0.19
224063,0.335
224064,0.101
224065,0.139
224066,0.666
224067,0.145
224068,0.138
224069,0.194
224070,0.219
224071,0.127
224072,0.101
224073,0.028
224074,0.107
224075,0.112
224076,0.229
224077,0.047
224078,0.09
224079,0.085
224080,0.172
224081,0.042
224082,0.085
224083,0.238
224084,0.526
224085,0.158
224086,0.309
224087,0.147
224088,0.177
224089,0.086
224090,0.232
224091,0.14
224092,0.332
224093,0.081
224094,0.121
224095,0.085
224096,0.158
224097,0.12
224098,0.076
224099,0.17
224100,0.431
224101,0.13
224102,0.205
224103,0.64
224104,0.493
224105,0.17
224106,0.03
224107,0.232
224108,0.138
224109,0.115
224110,0.127
224111,0.099
224112,0.239
224113,0.039
224114,0.13
224115,0.131
224116,0.096
224117,0.065
224118,0.28
224119,0.152
224120,0.032
224121,0.053
224122,0.183
224123,0.057
224124,0.094
224125,0.092
224126,0.111
224127,0.02
224128,0.073
224129,0.095
224130,0.2
224131,0.071
224132,0.237
224133,0.146
224134,0.226
224135,0.204
224136,0.113
224137,0.094
224138,0.061
224139,0.112
224140,0.187
224141,0.072
224142,0.196
224143,0.329
224144,0.494
224145,0.14
224146,0.1
224147,0.066
224148,0.081
224149,0.104
224150,0.022
224151,0.024
224152,0.024
224153,0.586
224154,0.084
224155,0.137
224156,0.176
224157,0.275
224158,0.092
224159,0.148
224160,0.743
224161,0.026
224162,0.163
224163,0.214
224164,0.188
224165,0.099
224166,0.144
224167,0.053
224168,0.142
224169,0.094
224170,0.098
224171,0.159
224172,0.196
224173,0.36
224174,0.094
224175,0.115
224176,0.187
224177,0.037
224178,0.101
224179,0.11
224180,0.068
224181,0.233
224182,0.049
224183,0.266
224184,0.084
224185,0.075
224186,0.154
224187,0.097
224188,0.098
224189,0.032
224190,0.105
224191,0.213
224192,0.367
224193,0.088
224194,0.093
224195,0.14
224196,0.226
224197,0.094
224198,0.133
224199,0.344
224200,0.378
224201,0.302
224202,0.242
224203,0.19
224204,0.19
224205,0.026
224206,0.153
224207,0.081
224208,0.303
224209,0.111
224210,0.452
224211,0.144
224212,0.063
224213,0.069
224214,0.231
224215,0.127
224216,0.132
224217,0.149
224218,0.471
224219,0.219
224220,0.181
224221,0.382
224222,0.062
224223,0.109
224224,0.123
224225,0.055
224226,0.129
224227,0.101
224228,0.146
224229,0.197
224230,0.075
224231,0.27
224232,0.139
224233,0.214
224234,0.018
224235,0.288
224236,0.04
224237,0.073
224238,0.32
224239,0.45
224240,0.075
224241,0.097
224242,0.092
224243,0.145
224244,0.295
224245,0.134
224246,0.161
224247,0.117
224248,0.176
224249,0.126
224250,0.126
224251,0.119
224252,0.326
224253,0.076
224254,0.158
224255,0.181
224256,0.257
224257,0.27
224258,0.022
224259,0.072
224260,0.259
224261,0.221
224262,0.038
224263,0.134
224264,0.08
224265,0.092
224266,0.066
224267,0.228
224268,0.15
224269,0.091
224270,0.157
224271,0.055
224272,0.461
224273,0.466
224274,0.143
224275,0.477
224276,0.436
224277,0.111
224278,0.015
224279,0.09
224280,0.071
224281,0.141
224282,0.333
224283,0.055
224284,0.087
224285,0.149
224286,0.362
224287,0.522
224288,0.487
224289,0.055
224290,0.246
224291,0.261
224292,0.168
224293,0.261
224294,0.072
224295,0.111
224296,0.149
224297,0.056
224298,0.172
224299,0.151
224300,0.249
224301,0.311
224302,0.283
224303,0.02
224304,0.101
224305,0.351
224306,0.133
224307,0.132
224308,0.113
224309,0.447
224310,0.12
224311,0.296
224312,0.06
224313,0.165
224314,0.112
224315,0.027
224316,0.192
224317,0.06
224318,0.517
224319,0.197
224320,0.044
224321,0.147
224322,0.071
224323,0.065
224324,0.075
224325,0.556
224326,0.122
224327,0.059
224328,0.165
224329,0.102
224330,0.062
224331,0.226
224332,0.085
224333,0.624
224334,0.116
224335,0.031
224336,0.154
224337,0.236
224338,0.215
224339,0.269
224340,0.051
224341,0.084
224342,0.391
224343,0.133
224344,0.216
224345,0.185
224346,0.196
224347,0.083
224348,0.153
224349,0.071
224350,0.117
224351,0.146
224352,0.422
224353,0.175
224354,0.068
224355,0.305
224356,0.146
224357,0.027
224358,0.58
224359,0.135
224360,0.433
224361,0.183
224362,0.257
224363,0.164
224364,0.069
224365,0.233
224366,0.129
224367,0.097
224368,0.143
224369,0.141
224370,0.131
224371,0.365
224372,0.08
224373,0.247
224374,0.099
224375,0.112
224376,0.056
224377,0.13
224378,0.51
224379,1.36
224380,0.7
224381,0.254
224382,0.181
224383,0.175
224384,0.217
224385,0.103
224386,0.075
224387,0.101
224388,0.138
224389,0.173
224390,0.018
224391,0.236
224392,0.199
224393,0.16
224394,0.13
224395,0.056
224396,0.13
224397,0.438
224398,0.307
224399,0.476
224400,0.181
224401,0.199
224402,0.23
224403,0.189
224404,0.341
224405,0.592
224406,0.058
224407,0.099
224408,0.12
224409,0.087
224410,0.174
224411,0.074
224412,0.17
224413,0.21
224414,0.321
224415,0.11
224416,0.054
224417,0.311
224418,0.419
224419,0.302
224420,0.068
224421,0.392
224422,0.224
224423,0.094
224424,0.165
224425,0.16
224426,0.085
224427,0.151
224428,0.049
224429,0.244
224430,1.081
224431,0.146
224432,0.269
224433,0.403
224434,0.292
224435,0.084
224436,0.087
224437,0.675
224438,0.097
224439,0.26
224440,0.266
224441,0.192
224442,0.099
224443,0.021
224444,0.229
224445,0.212
224446,0.097
224447,0.27
224448,0.103
224449,0.24
224450,0.273
224451,0.066
224452,0.298
224453,0.059
224454,0.498
224455,0.093
224456,0.107
224457,0.298
224458,0.278
224459,0.377
224460,0.089
224461,0.065
224462,0.304
224463,0.05
224464,0.258
224465,0.34
224466,0.298
224467,0.118
224468,0.16
224469,0.098
224470,0.309
224471,0.247
224472,0.369
224473,0.085
224474,0.173
224475,0.074
224476,0.143
224477,0.1
224478,0.022
224479,0.102
224480,0.719
224481,0.095
224482,0.099
224483,0.142
224484,0.045
224485,0.079
224486,0.019
224487,0.1
224488,0.206
224489,0.421
224490,0.243
224491,0.139
224492,0.437
224493,0.07
224494,0.093
224495,0.078
224496,0.159
224497,0.353
224498,0.172
224499,0.137
224500,0.209
224501,0.3
224502,0.405
224503,0.16
224504,0.275
224505,0.237
224506,0.238
224507,0.042
224508,0.023
224509,0.137
224510,0.069
224511,0.043
224512,0.133
224513,0.281
224514,0.3
224515,0.066
224516,0.162
224517,0.058
224518,0.133
224519,0.194
224520,0.163
224521,0.256
224522,0.23
224523,0.39
224524,0.398
224525,0.127
224526,0.068
224527,0.1
224528,0.117
224529,0.063
224530,0.296
224531,0.144
224532,0.022
224533,0.199
224534,0.463
224535,0.315
224536,0.165
224537,0.032
224538,0.162
224539,0.084
224540,0.039
224541,0.209
224542,0.085
224543,0.135
224544,0.108
224545,0.1
224546,0.195
224547,0.154
224548,0.268
224549,0.231
224550,0.127
224551,0.225
224552,0.213
224553,0.061
224554,0.526
224555,0.27
224556,0.149
224557,0.157
224558,0.104
224559,0.19
224560,0.289
224561,0.188
224562,0.056
224563,0.1
224564,0.205
224565,0.145
224566,0.211
224567,0.217
224568,0.397
224569,0.371
224570,0.185
224571,0.125
224572,0.158
224573,0.107
224574,0.216
224575,0.15
224576,0.223
224577,0.189
224578,0.258
224579,0.101
224580,0.247
224581,0.118
224582,0.201
224583,0.151
224584,0.079
224585,0.136
224586,0.129
224587,0.132
224588,0.14
224589,0.086
224590,0.064
224591,0.316
224592,0.341
224593,0.512
224594,0.188
224595,0.212
224596,0.241
224597,0.077
224598,0.201
224599,0.114
224600,0.092
224601,0.164
224602,0.045
224603,0.295
224604,0.214
224605,0.111
224606,0.194
224607,0.057
224608,0.254
224609,0.039
224610,0.129
224611,0.172
224612,0.14
224613,0.175
224614,0.156
224615,0.093
224616,0.156
224617,0.121
224618,0.09
224619,0.068
224620,0.075
224621,0.25
224622,0.074
224623,0.137
224624,0.211
224625,0.114
224626,0.038
224627,0.05
224628,0.094
224629,0.117
224630,0.055
224631,0.447
224632,0.047
224633,0.635
224634,0.063
224635,0.272
224636,0.32
224637,0.118
224638,0.135
224639,0.073
224640,0.185
224641,0.064
224642,0.072
224643,0.284
224644,0.053
224645,0.061
224646,0.128
224647,0.113
224648,0.071
224649,0.359
224650,0.09
224651,0.435
224652,0.107
224653,0.052
224654,0.227
224655,0.133
224656,0.18
224657,0.082
224658,0.419
224659,0.171
224660,0.125
224661,0.186
224662,0.105
224663,0.195
224664,0.236
224665,0.049
224666,0.069
224667,0.076
224668,0.195
224669,0.027
224670,0.444
224671,0.285
224672,0.121
224673,0.11
224674,0.176
224675,0.127
224676,0.072
224677,0.106
224678,0.058
224679,0.021
224680,0.05
224681,0.166
224682,0.165
224683,0.069
224684,0.043
224685,0.125
224686,0.126
224687,0.613
224688,0.14
224689,0.05
224690,0.024
224691,0.72
224692,0.01
224693,0.299
224694,0.058
224695,0.134
224696,0.034
224697,0.394
224698,0.095
224699,0.134
224700,0.113
224701,0.097
224702,0.189
224703,0.064
224704,0.218
224705,0.095
224706,0.149
224707,0.299
224708,0.143
224709,0.159
224710,0.09
224711,0.113
224712,0.121
224713,0.053
224714,0.151
224715,0.35
224716,0.15
224717,0.189
224718,0.096
224719,0.05
224720,0.348
224721,0.202
224722,0.435
224723,0.179
224724,0.076
224725,0.068
224726,0.12
224727,0.234
224728,0.246
224729,0.241
224730,0.152
224731,0.1
224732,0.141
224733,0.373
224734,0.264
224735,0.125
224736,0.385
224737,0.332
224738,0.102
224739,0.09
224740,0.061
224741,0.229
224742,0.157
224743,0.175
224744,0.181
224745,0.327
224746,0.224
224747,0.112
224748,0.115
224749,0.461
224750,0.257
224751,0.23
224752,0.42
224753,0.123
224754,0.054
224755,0.452
224756,0.129
224757,0.422
224758,0.016
224759,0.097
224760,0.12
224761,0.228
224762,0.04
224763,0.405
224764,0.242
224765,0.209
224766,0.061
224767,0.178
224768,0.264
224769,0.343
224770,0.131
224771,0.113
224772,0.242
224773,0.071
224774,0.089
224775,0.234
224776,0.012
224777,0.215
224778,0.01
224779,0.13
224780,0.096
224781,0.14
224782,0.043
224783,0.04
224784,0.167
224785,0.186
224786,0.425
224787,0.244
224788,0.152
224789,0.107
224790,0.277
224791,0.078
224792,0.125
224793,0.06
224794,0.456
224795,0.103
224796,0.094
224797,0.084
224798,0.156
224799,0.18
224800,0.266
224801,0.144
224802,0.314
224803,0.115
224804,0.116
224805,0.116
224806,0.224
224807,0.078
224808,0.191
224809,0.04
224810,0.253
224811,0.102
224812,0.143
224813,0.351
224814,0.052
224815,0.164
224816,0.311
224817,0.053
224818,0.129
224819,0.32
224820,0.121
224821,0.183
224822,0.227
224823,0.314
224824,0.134
224825,0.09
224826,0.445
224827,0.288
224828,0.158
224829,0.075
224830,0.163
224831,0.145
224832,0.146
224833,0.126
224834,0.183
224835,0.094
224836,0.104
224837,0.517
224838,0.375
224839,0.367
224840,0.082
224841,0.136
224842,0.154
224843,0.103
224844,0.226
224845,0.199
224846,0.123
224847,0.12
224848,0.079
224849,0.077
224850,0.065
224851,0.082
224852,0.127
224853,0.2
224854,0.365
224855,0.075
224856,0.117
224857,0.162
224858,0.217
224859,0.204
224860,0.194
224861,0.013
224862,0.192
224863,0.147
224864,0.086
224865,0.103
224866,0.168
224867,0.13
224868,0.398
224869,0.098
224870,0.072
224871,0.244
224872,0.215
224873,0.011
224874,0.14
224875,0.099
224876,0.306
224877,0.229
224878,0.05
224879,0.107
224880,0.082
224881,0.153
224882,0.031
224883,0.187
224884,0.15
224885,0.246
224886,0.185
224887,0.026
224888,0.194
224889,0.229
224890,0.11
224891,0.257
224892,0.146
224893,0.092
224894,0.182
224895,0.109
224896,0.095
224897,0.342
224898,0.56
224899,0.1
224900,0.197
224901,0.014
224902,0.391
224903,0.027
224904,0.138
224905,0.055
224906,0.708
224907,0.273
224908,0.114
224909,0.202
224910,0.165
224911,0.084
224912,0.165
224913,0.023
224914,0.249
224915,0.036
224916,0.13
224917,0.222
224918,0.225
224919,0.119
224920,0.105
224921,0.193
224922,0.094
224923,0.181
224924,0.137
224925,0.066
224926,0.407
224927,0.118
224928,0.07
224929,0.084
224930,0.161
224931,0.196
224932,0.068
224933,0.123
224934,0.025
224935,0.032
224936,0.107
224937,0.101
224938,0.163
224939,0.215
224940,0.133
224941,0.293
224942,0.283
224943,0.406
224944,0.089
224945,0.06
224946,0.101
224947,0.111
224948,0.034
224949,0.123
224950,0.072
224951,0.059
224952,0.064
224953,0.126
224954,0.093
224955,0.046
224956,0.139
224957,0.217
224958,0.198
224959,0.11
224960,0.213
224961,0.348
224962,0.293
224963,0.19
224964,0.17
224965,0.476
224966,0.069
224967,0.018
224968,0.198
224969,0.262
224970,0.133
224971,0.367
224972,0.093
224973,0.034
224974,0.137
224975,0.188
224976,0.099
224977,0.16
224978,0.147
224979,0.065
224980,0.147
224981,0.186
224982,0.118
224983,0.257
224984,0.07
224985,0.064
224986,0.104
224987,0.358
224988,0.254
224989,0.178
224990,0.258
224991,0.256
224992,0.348
224993,0.018
224994,0.097
224995,0.341
224996,0.051
224997,0.185
224998,0.182
224999,0.259
225000,0.389
225001,0.233
225002,0.124
225003,0.318
225004,0.187
225005,0.28
225006,0.117
225007,0.024
225008,0.044
225009,0.269
225010,0.07
225011,0.165
225012,0.06
225013,0.152
225014,0.516
225015,0.172
225016,0.103
225017,0.199
225018,0.037
225019,0.637
225020,0.105
225021,0.035
225022,0.294
225023,0.118
225024,0.133
225025,0.374
225026,0.22
225027,0.181
225028,0.093
225029,0.175
225030,0.1
225031,0.101
225032,0.209
225033,0.273
225034,0.266
225035,0.137
225036,0.354
225037,0.244
225038,0.111
225039,0.077
225040,0.165
225041,0.177
225042,0.237
225043,0.189
225044,0.057
225045,0.44
225046,0.662
225047,0.014
225048,0.093
225049,0.243
225050,0.103
225051,0.533
225052,0.094
225053,0.109
225054,0.215
225055,0.318
225056,0.255
225057,0.268
225058,0.118
225059,0.177
225060,0.106
225061,0.242
